Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-013789,BTH-0160,Line_2,Evening,ChemCorp,23.03,0.157,14.97,13.55,5025,96.04,None
CELL-017925,BTH-0318,Line_3,Night,ChemCorp,22.98,0.15,15.03,14.46,5009,97.47,None
CELL-013994,BTH-0479,Line_3,Morning,ChemCorp,23.9,0.129,15.03,13.93,5001,96.59,None
CELL-017759,BTH-0451,Line_1,Night,VoltIndustries,22.51,0.134,15.0,13.65,5015,95.77,None
CELL-012801,BTH-0344,Line_2,Night,ChemCorp,19.56,0.096,15.11,14.15,5020,96.2,None
CELL-000957,BTH-0220,Line_1,Evening,LithioMat,23.7,0.151,14.94,14.11,4980,97.1,None
CELL-006564,BTH-0340,Line_3,Morning,VoltIndustries,23.22,0.156,14.83,15.44,4924,97.62,High Internal Resistance
CELL-018265,BTH-0476,Line_3,Night,ChemCorp,21.31,0.114,15.04,14.09,5045,96.22,None
CELL-013097,BTH-0066,Line_1,Night,LithioMat,22.86,0.161,15.07,14.14,4981,96.53,None
CELL-006694,BTH-0468,Line_3,Night,LithioMat,21.35,0.087,14.92,14.22,4995,96.35,None
CELL-008087,BTH-0326,Line_1,Evening,ChemCorp,24.76,0.13,15.01,14.31,5008,96.2,None
CELL-001907,BTH-0042,Line_2,Night,LithioMat,20.13,0.155,15.09,13.98,4982,97.15,None
CELL-003186,BTH-0364,Line_1,Evening,ChemCorp,23.51,0.124,15.06,14.36,4968,96.42,None
CELL-008689,BTH-0409,Line_2,Evening,VoltIndustries,21.57,0.122,15.11,15.03,5007,95.19,High Internal Resistance
CELL-002220,BTH-0147,Line_1,Morning,ChemCorp,24.44,0.13,14.89,13.65,4956,97.7,None
CELL-004120,BTH-0375,Line_2,Night,LithioMat,22.2,0.118,15.03,13.66,4945,96.44,None
CELL-016547,BTH-0244,Line_2,Evening,ChemCorp,21.58,0.158,15.2,13.65,4977,98.18,None
CELL-004213,BTH-0483,Line_2,Evening,VoltIndustries,23.93,0.156,14.79,17.03,4692,91.7,Critical Resistance
CELL-016064,BTH-0291,Line_2,Morning,ChemCorp,22.62,0.16,15.08,13.55,5036,97.49,None
CELL-002377,BTH-0443,Line_1,Night,ChemCorp,24.57,0.126,14.92,13.79,5022,97.13,None
CELL-002193,BTH-0037,Line_3,Night,LithioMat,24.43,0.117,15.11,14.12,4935,96.48,None
CELL-000137,BTH-0136,Line_3,Night,VoltIndustries,23.46,0.146,14.96,14.18,4981,97.63,None
CELL-015502,BTH-0171,Line_1,Evening,VoltIndustries,25.52,0.15,14.91,14.49,5059,98.08,None
CELL-016486,BTH-0182,Line_2,Evening,ChemCorp,23.01,0.124,14.94,14.21,4983,96.67,None
CELL-001531,BTH-0210,Line_1,Evening,ChemCorp,23.99,0.134,14.91,14.4,4990,97.16,None
CELL-008459,BTH-0251,Line_1,Morning,LithioMat,24.74,0.15,15.17,13.63,5009,95.81,None
CELL-017287,BTH-0389,Line_2,Morning,VoltIndustries,22.35,0.101,15.08,14.68,4974,98.16,None
CELL-010911,BTH-0351,Line_3,Night,VoltIndustries,22.3,0.152,14.76,16.23,4770,93.96,High Internal Resistance
CELL-015152,BTH-0173,Line_1,Night,ChemCorp,20.51,0.142,14.94,13.38,4989,97.2,None
CELL-005079,BTH-0147,Line_1,Evening,ChemCorp,26.46,0.113,14.96,14.11,4977,96.22,None
CELL-012275,BTH-0421,Line_2,Morning,ChemCorp,24.43,0.123,14.95,14.1,5052,98.02,None
CELL-006768,BTH-0075,Line_2,Morning,ChemCorp,23.29,0.144,14.98,12.8,4916,97.12,None
CELL-008236,BTH-0381,Line_1,Morning,VoltIndustries,22.18,0.127,14.97,15.45,4930,97.21,High Internal Resistance
CELL-006541,BTH-0480,Line_1,Evening,ChemCorp,22.19,0.131,15.12,13.76,5018,95.86,None
CELL-005317,BTH-0288,Line_3,Evening,LithioMat,25.81,0.142,14.91,14.38,4984,96.51,None
CELL-005017,BTH-0456,Line_3,Morning,ChemCorp,23.38,0.138,15.02,13.48,4971,96.59,None
CELL-009995,BTH-0258,Line_2,Morning,LithioMat,23.63,0.139,15.03,13.99,4977,96.21,None
CELL-013998,BTH-0089,Line_2,Evening,VoltIndustries,23.18,0.161,15.04,14.13,5036,97.54,None
CELL-000694,BTH-0033,Line_2,Evening,LithioMat,24.01,0.146,14.99,12.98,4997,97.44,None
CELL-019694,BTH-0190,Line_3,Morning,LithioMat,22.5,0.146,15.0,14.51,4981,97.54,None
CELL-004836,BTH-0407,Line_2,Morning,ChemCorp,24.48,0.117,14.95,14.78,5025,95.95,None
CELL-004541,BTH-0424,Line_3,Morning,LithioMat,23.73,0.11,14.89,13.64,5013,97.71,None
CELL-011867,BTH-0026,Line_2,Evening,VoltIndustries,24.7,0.134,15.01,14.95,4972,98.06,None
CELL-002143,BTH-0338,Line_2,Night,ChemCorp,22.52,0.123,15.03,13.51,4967,95.3,None
CELL-012520,BTH-0184,Line_3,Morning,ChemCorp,24.28,0.146,15.0,14.53,4944,96.44,None
CELL-012321,BTH-0394,Line_3,Morning,ChemCorp,26.4,0.139,14.77,16.28,4814,93.67,High Internal Resistance
CELL-019063,BTH-0379,Line_1,Evening,VoltIndustries,25.46,0.129,15.22,14.63,4985,95.98,None
CELL-005727,BTH-0489,Line_2,Night,ChemCorp,17.9,0.166,15.15,14.21,4991,96.07,None
CELL-013337,BTH-0368,Line_3,Evening,LithioMat,23.13,0.142,15.03,14.77,5032,97.44,None
CELL-018060,BTH-0128,Line_2,Morning,ChemCorp,24.62,0.112,15.08,14.16,4920,97.59,None
CELL-001206,BTH-0028,Line_1,Evening,ChemCorp,24.1,0.152,15.1,14.47,4997,97.24,None
CELL-007564,BTH-0423,Line_2,Evening,ChemCorp,21.89,0.115,15.08,14.31,5043,97.02,None
CELL-004659,BTH-0495,Line_2,Night,VoltIndustries,21.7,0.12,14.94,14.24,5017,96.07,None
CELL-012459,BTH-0369,Line_3,Morning,LithioMat,25.0,0.139,14.93,14.26,4937,97.35,None
CELL-012376,BTH-0354,Line_3,Morning,ChemCorp,24.18,0.134,14.95,13.78,5069,97.18,None
CELL-001142,BTH-0388,Line_3,Evening,LithioMat,25.0,0.126,14.9,14.53,4988,97.01,None
CELL-008725,BTH-0340,Line_1,Morning,ChemCorp,22.56,0.133,14.98,13.76,4986,95.8,None
CELL-015721,BTH-0125,Line_2,Evening,ChemCorp,27.39,0.107,14.86,14.28,5015,97.71,None
CELL-000879,BTH-0220,Line_1,Night,LithioMat,21.91,0.15,15.12,14.09,5005,96.4,None
CELL-011307,BTH-0179,Line_1,Evening,VoltIndustries,25.81,0.176,14.58,15.69,4893,94.2,High Internal Resistance
CELL-007053,BTH-0337,Line_2,Evening,ChemCorp,21.12,0.12,15.27,14.55,4992,97.33,None
CELL-014486,BTH-0089,Line_2,Evening,ChemCorp,22.7,0.127,15.03,13.67,4963,96.61,None
CELL-004290,BTH-0275,Line_3,Morning,LithioMat,22.61,0.148,14.8,14.57,4975,97.19,None
CELL-015540,BTH-0077,Line_1,Evening,ChemCorp,24.4,0.126,14.77,15.99,4845,93.1,High Internal Resistance
CELL-013753,BTH-0270,Line_2,Evening,ChemCorp,24.13,0.12,14.97,13.83,4989,97.09,None
CELL-014987,BTH-0143,Line_3,Night,ChemCorp,21.7,0.12,14.9,14.23,5013,96.3,None
CELL-004026,BTH-0376,Line_2,Night,ChemCorp,20.65,0.136,14.89,13.55,5013,97.61,None
CELL-018029,BTH-0347,Line_2,Evening,ChemCorp,25.48,0.123,15.03,13.43,5004,95.27,None
CELL-000334,BTH-0308,Line_2,Evening,LithioMat,24.04,0.152,14.99,13.13,5014,97.41,None
CELL-006032,BTH-0093,Line_1,Morning,LithioMat,24.56,0.131,15.06,13.05,5000,97.68,None
CELL-002759,BTH-0490,Line_3,Night,ChemCorp,22.58,0.087,14.96,14.19,5059,98.29,None
CELL-013093,BTH-0328,Line_2,Morning,LithioMat,24.48,0.125,15.05,13.65,4964,97.44,None
CELL-017266,BTH-0282,Line_3,Night,ChemCorp,23.62,0.155,14.75,15.45,4928,97.96,High Internal Resistance
CELL-014720,BTH-0004,Line_1,Morning,LithioMat,23.29,0.148,15.08,13.24,4983,97.09,None
CELL-019824,BTH-0008,Line_2,Night,LithioMat,23.14,0.163,14.92,13.24,5001,95.95,None
CELL-014690,BTH-0020,Line_1,Night,ChemCorp,22.94,0.118,14.96,14.46,5026,97.98,None
CELL-006455,BTH-0314,Line_2,Morning,ChemCorp,24.21,0.118,14.95,14.05,5026,96.17,None
CELL-000171,BTH-0227,Line_1,Evening,ChemCorp,25.93,0.131,14.77,14.47,5040,97.77,None
CELL-000193,BTH-0231,Line_2,Morning,ChemCorp,22.81,0.101,14.77,14.56,5044,97.61,None
CELL-009012,BTH-0359,Line_1,Morning,LithioMat,22.66,0.11,15.03,14.01,4979,97.73,None
CELL-014852,BTH-0492,Line_2,Night,ChemCorp,21.34,0.138,14.99,14.37,5024,95.68,None
CELL-017722,BTH-0469,Line_3,Night,LithioMat,19.67,0.122,15.02,14.16,4996,96.31,None
CELL-002257,BTH-0082,Line_3,Evening,ChemCorp,23.82,0.119,15.12,13.54,5003,97.03,None
CELL-016790,BTH-0029,Line_1,Morning,ChemCorp,23.81,0.166,15.04,14.59,5022,96.95,None
CELL-008172,BTH-0407,Line_1,Night,ChemCorp,22.48,0.13,15.1,14.48,5029,97.24,None
CELL-018394,BTH-0429,Line_1,Morning,VoltIndustries,23.06,0.142,15.0,15.27,4987,97.19,High Internal Resistance
CELL-013250,BTH-0008,Line_2,Night,ChemCorp,21.06,0.121,15.0,14.62,4987,96.84,None
CELL-009558,BTH-0101,Line_1,Morning,ChemCorp,27.24,0.101,14.76,15.31,4984,96.47,High Internal Resistance
CELL-019297,BTH-0462,Line_1,Night,ChemCorp,22.05,0.114,14.86,14.03,4975,95.95,None
CELL-002172,BTH-0332,Line_2,Evening,ChemCorp,25.38,0.155,15.09,13.65,4997,96.53,None
CELL-012094,BTH-0100,Line_1,Evening,ChemCorp,25.77,0.144,14.71,15.86,4894,91.24,High Internal Resistance
CELL-016646,BTH-0292,Line_1,Evening,VoltIndustries,23.93,0.134,15.15,14.61,5060,96.31,None
CELL-003939,BTH-0314,Line_2,Night,LithioMat,22.87,0.114,14.96,14.07,5014,97.3,None
CELL-000842,BTH-0283,Line_3,Night,VoltIndustries,21.53,0.131,15.11,14.55,5020,96.89,None
CELL-009983,BTH-0250,Line_1,Morning,VoltIndustries,26.45,0.141,14.7,16.07,4790,94.91,High Internal Resistance
CELL-009247,BTH-0354,Line_3,Evening,VoltIndustries,26.2,0.111,14.86,14.49,5032,98.18,None
CELL-017109,BTH-0116,Line_2,Evening,LithioMat,23.72,0.143,14.98,13.8,4982,98.32,None
CELL-019424,BTH-0493,Line_2,Night,VoltIndustries,20.6,0.106,15.12,14.73,5001,96.32,None
CELL-011587,BTH-0334,Line_3,Night,LithioMat,22.1,0.124,15.15,13.55,4995,97.34,None
CELL-011126,BTH-0310,Line_3,Evening,ChemCorp,24.44,0.101,14.87,13.12,5008,97.38,None
CELL-009328,BTH-0451,Line_1,Night,ChemCorp,20.48,0.132,14.75,15.07,4975,96.98,High Internal Resistance
CELL-010574,BTH-0045,Line_2,Evening,LithioMat,22.3,0.157,15.03,14.74,5011,97.85,None
CELL-005713,BTH-0436,Line_2,Night,ChemCorp,23.57,0.101,15.15,13.97,5030,97.59,None
CELL-007355,BTH-0181,Line_2,Evening,ChemCorp,21.21,0.122,15.05,13.97,5018,96.74,None
CELL-000470,BTH-0181,Line_2,Night,VoltIndustries,20.86,0.137,15.05,14.82,5026,96.79,None
CELL-017550,BTH-0457,Line_3,Evening,LithioMat,21.06,0.125,15.28,13.76,5012,97.48,None
CELL-010764,BTH-0123,Line_1,Evening,VoltIndustries,24.75,0.132,14.94,14.68,5025,98.41,None
CELL-014190,BTH-0057,Line_2,Evening,ChemCorp,24.21,0.164,14.98,13.93,4958,97.92,None
CELL-008501,BTH-0294,Line_3,Morning,VoltIndustries,23.12,0.119,14.77,16.86,4753,94.79,Critical Resistance
CELL-016854,BTH-0395,Line_1,Morning,ChemCorp,26.17,0.128,14.86,13.94,4958,98.16,None
CELL-014166,BTH-0426,Line_3,Night,LithioMat,21.08,0.116,15.02,14.4,4980,96.68,None
CELL-006314,BTH-0205,Line_3,Morning,ChemCorp,22.18,0.126,14.85,13.92,4998,98.24,None
CELL-013368,BTH-0322,Line_2,Night,ChemCorp,22.77,0.156,15.13,13.28,4988,97.65,None
CELL-010053,BTH-0424,Line_1,Morning,ChemCorp,25.01,0.129,15.01,13.53,5007,95.37,None
CELL-005819,BTH-0148,Line_2,Night,VoltIndustries,19.5,0.11,14.88,15.24,4954,96.69,High Internal Resistance
CELL-014156,BTH-0128,Line_3,Morning,ChemCorp,23.36,0.161,14.93,14.34,5023,97.06,None
CELL-000580,BTH-0311,Line_1,Night,VoltIndustries,23.58,0.123,15.01,15.36,4901,97.87,High Internal Resistance
CELL-006106,BTH-0284,Line_2,Night,VoltIndustries,21.55,0.136,14.97,14.63,4976,96.89,None
CELL-012060,BTH-0274,Line_3,Morning,VoltIndustries,25.16,0.161,15.06,14.57,4983,94.96,Poor Retention
CELL-010167,BTH-0251,Line_2,Night,ChemCorp,20.91,0.139,14.93,14.18,5017,97.45,None
CELL-002108,BTH-0072,Line_1,Evening,LithioMat,23.47,0.157,14.92,14.05,4961,96.14,None
CELL-001768,BTH-0222,Line_2,Evening,LithioMat,24.11,0.142,15.11,14.51,4985,96.55,None
CELL-000701,BTH-0323,Line_3,Night,LithioMat,21.04,0.16,15.06,13.52,4956,96.66,None
CELL-004840,BTH-0192,Line_3,Evening,ChemCorp,22.22,0.167,15.06,14.58,5003,96.16,None
CELL-007012,BTH-0247,Line_1,Evening,ChemCorp,25.17,0.164,15.12,14.18,5025,98.71,None
CELL-002605,BTH-0159,Line_3,Evening,LithioMat,22.7,0.149,14.95,13.49,4999,97.77,None
CELL-003587,BTH-0172,Line_2,Evening,LithioMat,22.62,0.138,15.1,13.16,4988,97.61,None
CELL-001145,BTH-0195,Line_3,Evening,LithioMat,24.09,0.145,15.02,13.54,5033,97.65,None
CELL-004424,BTH-0210,Line_2,Morning,ChemCorp,23.61,0.103,15.07,14.6,4990,95.94,None
CELL-019240,BTH-0083,Line_3,Night,ChemCorp,23.6,0.103,15.08,13.57,5025,95.63,Poor Retention
CELL-007444,BTH-0143,Line_1,Evening,ChemCorp,27.54,0.165,14.97,14.55,5013,96.34,None
CELL-005666,BTH-0453,Line_2,Morning,ChemCorp,26.37,0.106,14.74,15.92,4803,91.96,High Internal Resistance
CELL-018277,BTH-0396,Line_1,Morning,VoltIndustries,20.5,0.135,15.01,15.02,4985,97.55,High Internal Resistance
CELL-012284,BTH-0273,Line_2,Night,ChemCorp,24.06,0.154,14.93,14.11,5018,96.76,None
CELL-018948,BTH-0014,Line_1,Evening,LithioMat,24.86,0.148,14.88,14.46,4973,97.11,None
CELL-004710,BTH-0037,Line_2,Night,ChemCorp,19.51,0.176,15.12,13.99,5000,95.97,None
CELL-000783,BTH-0445,Line_3,Morning,ChemCorp,22.48,0.127,14.95,13.68,4996,96.16,None
CELL-015773,BTH-0308,Line_1,Morning,VoltIndustries,24.46,0.141,15.14,13.93,5042,97.31,None
CELL-015171,BTH-0253,Line_3,Night,VoltIndustries,19.37,0.143,15.19,15.4,4942,96.71,High Internal Resistance
CELL-001138,BTH-0400,Line_1,Evening,ChemCorp,23.31,0.139,14.97,14.28,5037,96.11,None
CELL-006925,BTH-0265,Line_1,Night,LithioMat,20.72,0.112,14.98,13.88,5029,97.8,None
CELL-011128,BTH-0439,Line_1,Evening,LithioMat,24.29,0.122,15.12,14.13,4957,95.64,None
CELL-007494,BTH-0163,Line_3,Evening,ChemCorp,25.23,0.139,15.1,13.32,4971,96.75,None
CELL-009380,BTH-0016,Line_3,Night,VoltIndustries,20.49,0.141,15.18,15.2,4945,96.63,High Internal Resistance
CELL-006193,BTH-0237,Line_1,Evening,LithioMat,23.05,0.137,15.04,14.3,5036,97.23,None
CELL-004236,BTH-0191,Line_2,Night,LithioMat,20.67,0.141,14.9,13.83,4958,97.06,None
CELL-009888,BTH-0352,Line_2,Night,VoltIndustries,19.56,0.127,15.15,14.42,4977,98.35,None
CELL-005248,BTH-0181,Line_2,Night,ChemCorp,22.34,0.169,15.07,13.55,5020,96.76,None
CELL-016728,BTH-0407,Line_3,Night,LithioMat,22.66,0.113,14.95,13.96,4996,96.94,None
CELL-012250,BTH-0437,Line_3,Evening,ChemCorp,26.58,0.123,14.69,16.6,4763,93.8,Critical Resistance
CELL-016049,BTH-0114,Line_1,Evening,LithioMat,23.27,0.167,14.97,12.62,5042,96.25,None
CELL-002248,BTH-0023,Line_1,Evening,ChemCorp,23.95,0.153,15.0,15.34,4947,97.17,High Internal Resistance
CELL-001709,BTH-0249,Line_2,Morning,VoltIndustries,21.98,0.121,14.97,15.12,4959,98.45,High Internal Resistance
CELL-006367,BTH-0435,Line_2,Morning,LithioMat,24.26,0.129,15.07,14.01,5028,96.17,None
CELL-006571,BTH-0063,Line_1,Night,VoltIndustries,21.29,0.163,15.23,14.34,5002,97.14,None
CELL-004034,BTH-0411,Line_1,Morning,ChemCorp,25.56,0.109,14.77,14.75,5017,97.28,None
CELL-003916,BTH-0475,Line_3,Morning,LithioMat,20.71,0.119,15.23,14.34,5035,97.66,None
CELL-003891,BTH-0120,Line_2,Evening,ChemCorp,23.77,0.125,14.89,14.24,5050,97.33,None
CELL-017034,BTH-0015,Line_1,Evening,ChemCorp,23.97,0.18,15.04,13.58,5013,96.09,None
CELL-009700,BTH-0046,Line_3,Evening,LithioMat,23.72,0.147,15.01,14.71,5025,97.33,None
CELL-018839,BTH-0470,Line_1,Evening,ChemCorp,22.35,0.12,14.92,14.51,4987,97.17,None
CELL-013322,BTH-0414,Line_2,Night,ChemCorp,22.01,0.11,14.76,14.69,4985,96.16,None
CELL-007792,BTH-0275,Line_3,Night,ChemCorp,19.43,0.142,14.85,14.12,5003,96.99,None
CELL-013326,BTH-0159,Line_1,Morning,ChemCorp,26.52,0.148,14.68,16.06,4823,92.01,High Internal Resistance
CELL-002153,BTH-0381,Line_2,Evening,ChemCorp,23.47,0.138,14.85,13.08,4983,97.58,None
CELL-001084,BTH-0192,Line_2,Evening,ChemCorp,25.28,0.135,14.98,13.63,4973,96.79,None
CELL-014952,BTH-0353,Line_2,Evening,LithioMat,23.22,0.079,14.95,14.24,4973,95.9,Poor Retention
CELL-013316,BTH-0338,Line_2,Morning,ChemCorp,22.06,0.117,15.01,13.68,5044,96.47,None
CELL-010669,BTH-0069,Line_2,Evening,ChemCorp,22.94,0.143,14.94,14.03,4974,97.78,None
CELL-000894,BTH-0191,Line_2,Night,ChemCorp,19.65,0.143,15.07,13.68,5013,96.84,None
CELL-016716,BTH-0026,Line_3,Night,LithioMat,23.71,0.183,15.0,14.65,5013,97.07,None
CELL-018706,BTH-0378,Line_2,Night,ChemCorp,20.41,0.149,15.06,14.48,4998,96.91,None
CELL-019928,BTH-0357,Line_2,Morning,ChemCorp,25.05,0.138,14.99,15.12,4997,96.54,High Internal Resistance
CELL-013532,BTH-0450,Line_2,Morning,ChemCorp,22.36,0.106,15.1,14.53,5009,97.0,None
CELL-000711,BTH-0095,Line_2,Night,ChemCorp,19.72,0.158,14.88,14.85,5007,96.87,None
CELL-009677,BTH-0098,Line_3,Night,ChemCorp,20.59,0.128,15.12,14.3,4975,97.47,None
CELL-005754,BTH-0308,Line_2,Night,VoltIndustries,22.84,0.168,15.01,14.82,5014,96.43,None
CELL-019278,BTH-0440,Line_2,Evening,ChemCorp,23.6,0.15,15.07,13.57,4917,96.72,None
CELL-005305,BTH-0004,Line_1,Morning,VoltIndustries,26.0,0.127,14.92,15.02,5062,97.63,High Internal Resistance
CELL-012973,BTH-0088,Line_2,Evening,ChemCorp,24.98,0.129,14.98,13.65,4970,96.02,None
CELL-015891,BTH-0226,Line_2,Evening,ChemCorp,23.02,0.158,14.96,14.32,5006,97.32,None
CELL-019663,BTH-0371,Line_1,Night,VoltIndustries,20.43,0.124,14.95,14.48,5012,98.18,None
CELL-011934,BTH-0114,Line_1,Night,ChemCorp,22.84,0.14,15.15,14.24,4965,98.5,None
CELL-005603,BTH-0378,Line_1,Morning,LithioMat,24.5,0.117,15.15,13.93,4969,96.55,None
CELL-005277,BTH-0111,Line_1,Evening,ChemCorp,25.99,0.166,15.13,14.7,5061,98.48,None
CELL-013447,BTH-0401,Line_2,Evening,ChemCorp,24.08,0.127,15.05,13.91,5032,97.69,None
CELL-013008,BTH-0163,Line_1,Evening,ChemCorp,24.18,0.12,15.02,14.17,5026,96.41,None
CELL-004088,BTH-0386,Line_2,Morning,ChemCorp,28.13,0.129,14.94,13.7,5014,97.69,None
CELL-001728,BTH-0452,Line_3,Morning,VoltIndustries,23.37,0.124,15.05,14.3,4981,96.37,None
CELL-003723,BTH-0024,Line_1,Evening,LithioMat,24.65,0.154,14.99,14.79,5053,96.87,None
CELL-015147,BTH-0467,Line_2,Evening,ChemCorp,23.32,0.126,14.97,13.44,5022,96.56,None
CELL-017778,BTH-0167,Line_3,Morning,ChemCorp,23.19,0.13,14.89,13.47,4970,97.42,None
CELL-001346,BTH-0038,Line_2,Night,ChemCorp,21.78,0.159,15.02,14.36,4974,96.84,None
CELL-005020,BTH-0148,Line_1,Evening,ChemCorp,23.74,0.109,15.03,13.8,4998,97.12,None
CELL-011909,BTH-0086,Line_2,Night,VoltIndustries,21.27,0.132,14.94,14.47,5049,97.95,None
CELL-011182,BTH-0398,Line_3,Night,ChemCorp,21.2,0.138,14.93,14.29,4958,97.45,None
CELL-019046,BTH-0072,Line_2,Night,ChemCorp,22.4,0.137,14.98,14.31,5012,97.66,None
CELL-002655,BTH-0298,Line_2,Morning,ChemCorp,22.54,0.116,14.96,13.58,4997,96.64,None
CELL-014972,BTH-0427,Line_1,Evening,ChemCorp,23.19,0.105,14.87,13.14,4987,96.82,None
CELL-012124,BTH-0112,Line_1,Evening,ChemCorp,25.0,0.156,14.96,13.78,4995,96.61,None
CELL-008539,BTH-0491,Line_1,Morning,LithioMat,24.8,0.132,15.05,14.02,5042,98.62,None
CELL-002021,BTH-0493,Line_3,Morning,LithioMat,23.83,0.133,15.08,15.18,4977,95.91,High Internal Resistance
CELL-011403,BTH-0411,Line_3,Night,LithioMat,21.2,0.161,15.13,14.47,4993,96.44,None
CELL-016030,BTH-0149,Line_2,Evening,ChemCorp,21.49,0.134,14.91,14.07,5014,97.04,None
CELL-011725,BTH-0480,Line_2,Night,ChemCorp,22.62,0.133,14.98,13.63,4986,95.23,None
CELL-002559,BTH-0087,Line_3,Night,LithioMat,22.46,0.142,15.03,14.65,5010,97.05,None
CELL-002323,BTH-0164,Line_1,Evening,VoltIndustries,23.13,0.144,14.98,14.77,5043,96.87,None
CELL-010026,BTH-0263,Line_3,Evening,ChemCorp,23.34,0.149,14.82,13.9,5002,97.08,None
CELL-019524,BTH-0246,Line_1,Night,ChemCorp,19.55,0.092,14.89,14.52,4996,96.22,Poor Retention
CELL-013550,BTH-0049,Line_1,Night,ChemCorp,20.54,0.13,14.91,14.82,4987,98.04,None
CELL-002131,BTH-0215,Line_2,Night,LithioMat,23.99,0.137,14.96,13.61,5002,95.68,None
CELL-007010,BTH-0422,Line_1,Night,ChemCorp,21.42,0.125,14.93,13.92,5008,98.67,None
CELL-002892,BTH-0497,Line_3,Morning,ChemCorp,22.45,0.138,14.76,14.55,5040,96.27,None
CELL-005297,BTH-0226,Line_3,Evening,VoltIndustries,25.25,0.129,15.08,15.41,4934,96.76,High Internal Resistance
CELL-007120,BTH-0313,Line_1,Evening,ChemCorp,25.21,0.126,14.96,14.36,5013,96.18,None
CELL-005656,BTH-0342,Line_2,Evening,LithioMat,23.53,0.151,14.95,14.52,4952,96.82,None
CELL-000555,BTH-0305,Line_1,Evening,VoltIndustries,19.34,0.12,15.1,13.9,5029,95.31,None
CELL-012661,BTH-0452,Line_1,Morning,LithioMat,24.25,0.134,14.86,12.97,5020,96.49,None
CELL-005773,BTH-0352,Line_3,Evening,ChemCorp,23.69,0.112,14.82,13.4,4939,98.01,None
CELL-014399,BTH-0494,Line_1,Night,ChemCorp,23.37,0.16,15.06,13.28,5026,97.62,None
CELL-008125,BTH-0413,Line_2,Morning,ChemCorp,22.67,0.144,15.0,13.16,4950,96.23,None
CELL-015415,BTH-0001,Line_3,Evening,LithioMat,23.95,0.155,14.93,13.79,5014,96.81,None
CELL-001246,BTH-0013,Line_3,Night,LithioMat,20.46,0.132,15.18,13.07,5035,96.56,None
CELL-009667,BTH-0286,Line_2,Night,LithioMat,22.34,0.136,15.25,14.18,4974,96.42,None
CELL-015786,BTH-0115,Line_1,Evening,ChemCorp,24.58,0.141,15.1,13.76,4957,97.86,None
CELL-001571,BTH-0313,Line_3,Morning,ChemCorp,26.35,0.154,14.78,14.47,5031,97.67,None
CELL-006605,BTH-0038,Line_3,Morning,ChemCorp,22.76,0.18,14.98,13.03,5035,97.21,None
CELL-005437,BTH-0108,Line_2,Evening,LithioMat,23.6,0.165,15.04,14.0,5000,96.21,None
CELL-006467,BTH-0192,Line_1,Night,ChemCorp,23.21,0.137,14.84,13.57,5006,98.51,None
CELL-013934,BTH-0079,Line_1,Morning,LithioMat,23.0,0.127,15.1,13.59,4965,95.28,None
CELL-015144,BTH-0250,Line_3,Night,LithioMat,23.03,0.128,14.76,15.93,4844,94.85,High Internal Resistance
CELL-008425,BTH-0438,Line_1,Morning,LithioMat,23.71,0.136,15.04,13.96,4976,97.8,None
CELL-001829,BTH-0342,Line_1,Morning,VoltIndustries,23.42,0.166,14.99,14.76,4964,96.71,None
CELL-002045,BTH-0477,Line_1,Night,ChemCorp,22.7,0.107,14.98,13.84,5076,95.74,None
CELL-017562,BTH-0385,Line_1,Night,ChemCorp,22.54,0.115,14.91,13.48,5021,97.01,None
CELL-019766,BTH-0007,Line_1,Night,VoltIndustries,23.28,0.145,14.86,15.18,4994,96.45,High Internal Resistance
CELL-005623,BTH-0290,Line_3,Night,ChemCorp,18.23,0.127,15.05,14.93,4979,97.43,None
CELL-018949,BTH-0237,Line_1,Morning,ChemCorp,23.88,0.153,15.05,13.67,4989,95.96,None
CELL-003941,BTH-0082,Line_2,Evening,ChemCorp,23.77,0.131,15.12,14.56,5002,95.44,None
CELL-017090,BTH-0059,Line_1,Morning,LithioMat,20.33,0.178,14.96,13.28,4977,97.46,None
CELL-008347,BTH-0016,Line_2,Morning,ChemCorp,22.88,0.144,15.14,14.2,5001,97.1,None
CELL-011035,BTH-0065,Line_1,Morning,LithioMat,21.38,0.127,14.93,14.1,5039,97.44,None
CELL-019111,BTH-0196,Line_1,Night,ChemCorp,21.62,0.103,14.95,14.2,4975,96.5,None
CELL-002391,BTH-0163,Line_3,Morning,ChemCorp,23.9,0.147,15.12,13.46,4990,97.77,None
CELL-008635,BTH-0216,Line_2,Night,ChemCorp,25.05,0.147,14.91,14.41,5041,97.31,None
CELL-015638,BTH-0364,Line_3,Morning,ChemCorp,25.03,0.145,14.96,14.21,4973,97.01,None
CELL-005637,BTH-0169,Line_2,Night,ChemCorp,21.85,0.147,15.15,13.95,5027,97.26,None
CELL-008195,BTH-0427,Line_3,Evening,LithioMat,22.91,0.107,15.06,14.27,4994,96.41,None
CELL-006696,BTH-0409,Line_2,Evening,ChemCorp,23.03,0.126,15.16,13.79,5032,98.36,None
CELL-001350,BTH-0356,Line_1,Night,VoltIndustries,19.72,0.114,15.08,15.32,4970,98.14,High Internal Resistance
